Data Levantamento	Km inicial	Km final	Sentido	IRI (m/Km)	Flecha (mm)	IGG	Qtd. de Panelas	Trincamento (%)	Desgaste (%)	FC1 (%)	FC2 (%)	FC3 (%)	Afundamento (%)	Escorregamento (%)	Exsudacao (%)	Remendo (%)	ICS IRI	ICS IGG	ICS	Situação
27/04/2014	34.00	34.1	C	5.97	4.45	38	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	1	4	1	Ruim
27/04/2014	34.10	34.2	C	3.42	4.95	55	1.0 	1.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	1.0 	3	3	3	Regular
27/04/2014	34.20	34.3	C	3.07	6.10	80	1.0 	30.0 	0.0 	0.0 	30.0 	0.0 	0.0 	0.0 	0.0 	2.0 	3	2	2	Ruim
27/04/2014	34.30	34.4	C	2.88	2.25	59	0.0 	21.0 	0.0 	0.0 	0.0 	21.0 	0.0 	0.0 	0.0 	33.0 	4	3	3	Regular
27/04/2014	34.40	34.5	C	2.52	1.45	12	0.0 	14.0 	0.0 	0.0 	14.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4	5	4	Bom
27/04/2014	34.50	34.6	C	1.75	1.55	12	0.0 	10.0 	0.0 	0.0 	10.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	34.60	34.7	C	1.99	3.15	4	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	34.70	34.8	C	1.69	3.65	5	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	34.80	34.9	C	1.25	4.15	6	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	34.90	35	C	1.43	4.90	7	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	35.00	35.1	C	1.66	4.10	5	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	35.10	35.2	C	1.86	3.45	5	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	35.20	35.3	C	2.16	3.90	5	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	35.30	35.4	C	1.37	1.90	3	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	35.40	35.5	C	1.49	4.40	6	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	35.50	35.6	C	3.47	2.40	13	0.0 	15.0 	0.0 	0.0 	15.0 	0.0 	0.0 	0.0 	0.0 	0.0 	3	5	3	Regular
27/04/2014	35.60	35.7	C	2.60	6.10	8	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4	5	4	Bom
27/04/2014	35.70	35.8	C	3.30	5.15	7	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	3	5	3	Regular
27/04/2014	35.80	35.9	C	2.59	3.15	4	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4	5	4	Bom
27/04/2014	35.90	36	C	2.48	0.55	1	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	36.00	36.1	C	3.20	6.95	9	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	3	5	3	Regular
27/04/2014	36.10	36.2	C	1.81	1.65	2	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	5	5	Bom
27/04/2014	36.20	36.3	C	3.21	3.75	5	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	3	5	3	Regular
27/04/2014	36.30	36.4	C	2.26	4.80	36	0.0 	34.0 	0.0 	0.0 	34.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	4	4	Bom
27/04/2014	36.40	36.5	C	1.63	4.20	56	0.0 	86.0 	0.0 	0.0 	86.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	3	3	Regular
27/04/2014	36.50	36.6	C	1.80	5.35	47	0.0 	66.0 	0.0 	0.0 	66.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	3	3	Regular
27/04/2014	36.60	36.7	C	1.44	3.75	35	0.0 	4.0 	0.0 	0.0 	4.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	4	4	Bom
27/04/2014	36.70	36.8	C	2.20	8.40	51	0.0 	67.0 	0.0 	0.0 	67.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5	3	3	Regular
